map_order,title,year,first_broadcast_date,source,broadcasting_station,cluster,form,genre,protagonist_verified,protagonist_role,author,director,url,description
465,Springtime it brings on the shearing,1987,1987,Wirklichkeit,Sender Freies Berlin / Australian Broadcasting Corporation (A.B.C.),Biography,feature / documentary,Feature / documentary radio work,Kaye Mortley and Australian sheep shearers,author; sound artist; worker; ordinary person,Kaye Mortley,Kaye Mortley,https://wirklichkeitimradio.de/stueck/springtime-it-brings-on-the-shearing/,Kaye Mortley's sound is a must-hear.
466,Der dicke Lipinski,1989,1989,Wirklichkeit,Rundfunk der DDR,Biography,feature / documentary,Feature / documentary radio work,Hans Lipinski,ordinary person; worker,Sieglinde Scholz-Amoulong,die Autorin,https://wirklichkeitimradio.de/stueck/der-dicke-lipinski/,Image of a dying state: Hans Lipinski works in the Jänschwalde brown coal power plant. His portrait is to be broadcast on the 40th anniversary of the GDR in October 1989. “The Fat Lipinski” is one of those rare pieces in which something happens “along the way” that completely overturns the original plan without the project being abandoned.
467,Die Callas — Beschreibung einer Leidenschaft,1987,1987,Wirklichkeit,Süddeutscher Rundfunk / Norddeutscher Rundfunk / Westdeutscher Rundfunk / Sender Freies Berlin,Biography,feature / documentary,Feature / documentary radio work,Maria Callas,musician; singer; woman,Claudia Wolff,Barbara Entrup,https://wirklichkeitimradio.de/stueck/die-callas-beschreibung-einer-leidenschaft/,"An author gets to the bottom of her personal passion. Your feature breaks the journalistic norm and is both homage and defense. You can hear the first part of the feature in the player above, the second part is here."
468,Vorname Jonas,1990,Januar 1990,Wirklichkeit,Berliner Rundfunk,Biography,feature / documentary,Feature / documentary radio work,"Jonas, a boy in the GDR child welfare system",child; ordinary person,Thomas Heise,,https://wirklichkeitimradio.de/stueck/vorname-jonas/,"Final production AdK mix: Rolf Haberlandt Editing: Anette Gudra Premiere: Academy of Arts September 20, 1989 Original broadcast: Berliner Rundfunk January 1990 Length: 53'30 Heise's ""Jonas"" reveals rare insights into the GDR's official system."
469,Mirjam,1975,1975,Wirklichkeit,Radio Bremen,Biography,feature / documentary,Feature / documentary radio work,Mirjam,ordinary person; woman,Werner Meyke,der Autor,https://wirklichkeitimradio.de/stueck/mirjam/,Nothing else (except at the beginning of a bathtub). And precisely because of this: extremely connectable to today. That would be a great subcategory: feature portraits that have female first names as titles.
470,Jetzt,1998,1998,Wirklichkeit,Deutschlandradio Berlin,Autobiographical lives,feature / documentary,Feature / documentary radio work,Six students documenting the present moment,student; ordinary person; collective,"Norbert Zähringer, Uta Richter, Stella Luncke, Julia Miehe, Zabin Kaiser, Constanze Fröhlich und vielen anderen Studenten des Theaterwissenschaftlichen Seminars der Humboldt Universität Berlin",Robert Matejka,https://wirklichkeitimradio.de/stueck/jetzt/,Now – Berlin at night Berlin at night. Six students swarm out at the same time and simulate a “live” feature.
471,Verkaufskanonen,1976,1976,Wirklichkeit,Westdeutscher Rundfunk,Biography,feature / documentary,Feature / documentary radio work,Market criers and street vendors,ordinary person; vendor; collective,Henryk M. Broder,Hans Gerd Krogmann,https://wirklichkeitimradio.de/stueck/verkaufskanonen/,Sales cannons Stations of the outpatient trade By Henryk M. Broder from an unusual side: as an original chronicler of an eloquent guild.
472,"Steh auf, es ist Krieg!",1986,1986,Wirklichkeit,Sender Freies Berlin / Deutschlandfunk / Norddeutscher Rundfunk / Radio Bremen / Südwestfunk,Biography,feature / documentary,Feature / documentary radio work,Soviet civilians and German soldiers in the Second World War,ordinary person; soldier; war witness; collective,Paul Kohl,Wolfgang Bauernfeind,https://wirklichkeitimradio.de/stueck/steh-auf-es-ist-krieg/,The reports of contemporary witnesses from the Soviet Union and those of the German soldiers hardly coincide at all. Paul Kohl lets both sides tell their stories.
473,Die Bidonvilles von Paris,1967,1967,Wirklichkeit,Süddeutscher Rundfunk,Biography,feature / documentary,Feature / documentary radio work,Residents of the bidonvilles of Paris,ordinary person; resident; collective,Hubert Fichte,Imo Wilimzig,https://wirklichkeitimradio.de/stueck/die-bidonvilles-von-paris/,The Bidonvilles of Paris Attempt to complete a map of France By Hubert Fichte With: Herbert Duprow and Walter Andreas Schwarz Director: Imo Wilimzig Production: SDR 1967 Length: 57'56 Not a nice déjà vu: what Hubert Fichte said in 1967 about the poor settlements of the Parisian banlieues still seems familiar today.
474,Schnee auf Pflaumenblüte,2004,2004,Wirklichkeit,Rundfunk Berlin-Brandenburg / Norddeutscher Rundfunk,Biography,feature / documentary,Feature / documentary radio work,People in spring,ordinary person; collective,Malte Jaspersen,der Autor,https://wirklichkeitimradio.de/stueck/schnee-auf-pflaumenbluete/,"Yes, if you don't lose the self-irony and still take it seriously."
475,Angst haben fast alle,2023,07.02.2023,DLF/DLF Kultur,Westdeutscher Rundfunk / Deutschlandfunk,Biography,feature / documentary,Feature,Homeless people,ordinary person; unhoused person; collective,Johanna Tirnthal und Timo Stukenberg,"Johanna Tirnthal Es sprachen: Inka Löwendorf, Mareike Hein und Laszlo Kish Technische Realisation: Eric Michels Redaktion: Thomas Nachtigall, Wolfgang Schiller",https://www.hoerspielundfeature.de/angst-haben-fast-alle-100.html,"Arson attacks, arguments in the community, attacks by right-wing extremists – the lives of homeless people are marked by violence. They are sold by securities and insulted by strangers."
476,Verlorene Freiheit,2026,26.05.2026,DLF/DLF Kultur,Deutschlandfunk,Biography,feature / documentary,Feature,Zahra and Afghan women under Taliban rule,student; athlete; ordinary person; woman,Vanessa Schlesier,Dörte Fiedler,https://www.hoerspielundfeature.de/feature-verlorene-freiheit-100.html,"Zahra studies, does martial arts and helps support her family. Then the Taliban seize power. There is now nothing left of what was once her life. A feature about Afghan women's struggle not to disappear."
477,Eingraviert,2026,23.05.2026,DLF/DLF Kultur,Deutschlandfunk,Biography,feature / documentary,Feature,Christin and her tattoo studio clients,tattoo artist; ordinary person; woman,Gülseren Sengezer,die Autorin,https://www.hoerspielundfeature.de/feature-eingraviert-100.html,"In Christi's tattoo studio, stories of life, suffering and loss are engraved on the skin. The boss offers everyone a safe place. But when cancer comes, Christin needs help herself."
478,Terror auf der Tanzfläche (1/2),2020,14.12.2020,DLF/DLF Kultur,Deutschlandfunk Kultur,Biography,other,Kriminalhörspiel,The La Belle bombing suspect,suspect; ordinary person,Viviane Koppelmann,Eva Solloch,https://www.hoerspielundfeature.de/la-belle-teil-1-krimi-terror-auf-der-tanzflaeche-100.html,"A bomber turns himself in: He claims to have carried out the attack on the “La Belle” discotheque on April 5, 1986. In the interrogation room he talks about his life. A crime radio work based on true events."
479,Unsere vergorenen Wunden,2024,2024,DLF/DLF Kultur,Deutschlandfunk,Biofiction,other,Hörspiel,A psychoanalysis patient,patient; ordinary person; woman,Katrin Pitz,Matthias Kapohl Dramaturgie: Sabine Küchler,https://www.hoerspielundfeature.de/unsere-vergorenen-wunden-100.html,"Psychogram • A patient explores the limits of her psychoanalyst. Sometimes she stalls him, sometimes she willingly gives him dreams, experiences, contradictions."
480,doku drops 12: (Un)Vergessen,2026,09.05.2026,DLF/DLF Kultur,Deutschlandfunk,Biography,feature / documentary,Feature,Forgotten and suppressed memories,ordinary person; collective,Zusammenstellung und Moderation: Judith Geffert und Ingo Kottkamp,,https://www.hoerspielundfeature.de/doku-drops-12-unvergessen-100.html,"A famine that was not supposed to have been; a father tongue that has fallen silent. Two short documentaries in Romanian and Czech revolve around buried memories. In German they are not only translated, but also developed further."
481,Ländliche Küche in Zentralfrankreich,2008,2008,DLF/DLF Kultur,Deutschlandfunk / Hessischer Rundfunk,Biofiction,other,Hörspiel,A pedantic chef,chef; fictional character,Harry Mathews,Jean-Claude Kuner,https://www.hoerspielundfeature.de/laendliche-kueche-in-zentralfrankreich-106.html,"Culinary delights • It sizzles and hisses in the studio kitchen. “Stuffed lamb shoulder roll, boneless (farce double)” is on the chef’s menu at “Tour Lambert”."
482,Prinzenbad,2026,02.05.2026,DLF/DLF Kultur,Deutschlandfunk,Autobiographical lives,feature / documentary,Feature,Ralf Bei der Kellen and Prinzenbad regulars,author; ordinary person; collective,Ralf Bei der Kellen,,https://www.hoerspielundfeature.de/feature-prinzenbad-100.html,The Prinzenbad in Berlin-Kreuzberg is probably the most famous outdoor swimming pool in Germany. Our author Ralf Bei der Kellen has been a regular guest for years. He accompanied other regular guests for an entire summer season: life stories at the edge of the pool.
483,Liebe in Zeiten der Schichtarbeit,2019,24.05.2019,DLF/DLF Kultur,Deutschlandfunk,Based on diaries,feature / documentary,Feature,People connected by a Leipzig notebook,ordinary person; collective,Marcel Raabe und Manuel Waltz,"Matthias Kapohl Es sprachen: Aischa Lina Löbbert, Gustav Schmidt und Sören Wunderlich",https://www.hoerspielundfeature.de/ostdeutsche-leben-2-4-liebe-in-zeiten-der-schichtarbeit-100.html,"The clearing out of a house in a former working-class district of Leipzig unearths a notebook. It's full of scribbled vows of love, cooking recipes and failed attempts at dating."
484,Immer der Nase nach – vom Stallgeruch bis zum Stinkefinger,2026,24.04.2026,DLF/DLF Kultur,Deutschlandfunk,Biography,feature / documentary,Feature,The sense of smell,bodily sense,Henrik von Holtum,der Autor,https://www.hoerspielundfeature.de/immer-der-nase-nach-vom-stallgeruch-bis-zum-stinkefinger-104.html,"You often only notice your own sense of smell when something stinks. Hearing and seeing can quickly disappear in turbulent times, but we always sense immediately when something is in the air."
485,Iolanda,2026,04.04.2026,DLF/DLF Kultur,Deutschlandfunk / SWR Kultur,Biography,feature / documentary,Feature,Orlanda Sassu,author; poet; singer; environmentalist; woman,Giorgia Cadeddu und Vittoria Soddu,Christian Lerch und Ingo Kottkamp,https://www.hoerspielundfeature.de/iolanda-eine-poetin-aus-sardinien-100.html,"Anyone who has heard the voice of Orlanda Sassu (1924–2015) will not forget her. Luckily, the Sardinian poet, singer and ecologist recorded her life on cassettes."
486,Doña Dora und die Wüste,2025,08.04.2025,DLF/DLF Kultur,Deutschlandfunk / SWR Kultur,Biography,feature / documentary,Feature,Migrants crossing the Arizona desert and their helpers,migrant; helper; ordinary person; collective,Arndt Peltner,Friederike Wigger Redaktion: Christiane Habermalz Deutschlandfunk/SWR-Kultur 2025,https://www.hoerspielundfeature.de/dona-dora-und-die-wueste-100.html,Between the Mexican border and the hope of a good life lies a merciless desert. Many die trying to cross it. But there are people who are not indifferent to their fate.
487,"Eigenbedarf, Umverteilung und ein Fernsehpromi",2024,20.12.2024,DLF/DLF Kultur,Deutschlandfunk,Autobiographical lives,other,Dlf Doku Serie,"Karen, the author looking for a room of her own",author; woman; mother,Karen Muster,Karen Muster,https://www.hoerspielundfeature.de/feature-ein-zimmer-fuer-mich-allein-und-jetzt-eigenbedarf-umverteilung-100.html,The author lives with her husband and children in 75 square meters - a killer for relationships and work.
488,"Kleine Wohnung, Deadlines und Luxusprobleme",2024,20.12.2024,DLF/DLF Kultur,Deutschlandfunk,Autobiographical lives,other,Dlf Doku Serie,"Karen, the author looking for a room of her own",author; woman; mother,Karen Muster,Karen Muster,https://www.hoerspielundfeature.de/feature-zimmer-fuer-mich-allein-kleine-wohnung-100.html,The author lives with her husband and children in 75 square meters - a killer for relationships and work.
489,Heroin im Alter,2024,12.10.2024,DLF/DLF Kultur,Deutschlandfunk Kultur / Norddeutscher Rundfunk,Biography,feature / documentary,Feature,Older heroin users in Hannover,ordinary person; drug user; collective,Jörn Klare,Cordula Dickmeiß,https://www.hoerspielundfeature.de/heroin-im-alter-100.html,"How do people who regularly use heroin and other drugs live? Jörn Klare met those affected aged 50, 60, 70 and more. Their stories show: There are easier fates - and there is no standard addiction process."
490,Feature,2026,,DLF/DLF Kultur,Deutschlandfunk Kultur,Biography,feature / documentary,Feature,Feature authors and documentary makers,author; documentary maker; collective,"Sengezer, Gülseren",,https://www.hoerspielundfeature.de/feature-100.html,"The documentary on the radio: features, short documentaries, audio stories with their very own signatures. Best of the creative author scene. Award-winning documentaries and feature classics."
491,NIEWIEDERGUT oder Darf jetzt wirklich ein Jude der König von Bayern sein,2025,2025,DLF/DLF Kultur,Bayerischer Rundfunk,Biofiction,other,Hörspiel,Philipp Auerbach,politician; Holocaust survivor,Dana von Suffrin,Christiane Huber Regieassistenz: Jakob Roth,https://www.hoerspielundfeature.de/hoerspiel-des-monats-dezember-2025-nie-wieder-gut-100.html,The jury of the German Academy of Performing Arts named “NIEWIEDERGUT or Can a Jew really be the King of Bavaria” as the radio work of the month for December 2025.
492,Hörspiel,2026,,DLF/DLF Kultur,Deutschlandfunk,Biofiction,other,Hörspiel,"Classic literary, dramatic, and sound-art subjects",literary subject; fictional character; collective,"Seiberlich, Pauline; Wenzel, Ingrid",,https://www.hoerspielundfeature.de/hoerspiel-100.html,"Classics of literature, exciting dramas, entertaining stories and innovative audio theater. There are great stories, strong voices and fine sounds here - radio works from the Deutschlandfunk program."
493,Wolfwelt,2021,03.10.2021,DLF/DLF Kultur,Deutschlandfunk Kultur,Biofiction,other,Hörspiel,People confronting nationalist violence and suppressed responsibility,ordinary person; collective,Gerhild Steinbuch,Henri Hüster,https://www.hoerspielundfeature.de/hoerspiel-ueber-nationalistische-gewalt-wolfwelt-100.html,"Culture of remembrance • Repressed responsibility and armored bodies: Gerhild Steinbuch composes a polyphonic narrative from personal family memories, social forgetting and modern research on violence."
494,Die Callas – Beschreibung einer Leidenschaft (2/2),1987,1987,DLF/DLF Kultur,Süddeutscher Rundfunk / Norddeutscher Rundfunk / Westdeutscher Rundfunk / Sender Freies Berlin,Biography,feature / documentary,Feature,Maria Callas,musician; singer; woman,Claudia Wolff,Barbara Entrup,https://www.hoerspielundfeature.de/reihe-wirklichkeit-im-radio-die-callas-beschreibung-einer-leidenschaft-teil-2-100.html,"A feature classic that makes talking about music the topic. The second part is about the prima donna's difficult relationship with her audience. If you were looking for pure beautiful sound, you couldn't find it with her."
495,Die Callas - Beschreibung einer Leidenschaft (1/2),1987,1987,DLF/DLF Kultur,Süddeutscher Rundfunk / Norddeutscher Rundfunk / Westdeutscher Rundfunk / Sender Freies Berlin,Biography,feature / documentary,Feature,Maria Callas,musician; singer; woman,Claudia Wolff,Barbara Entrup,https://www.hoerspielundfeature.de/reihe-wirklichkeit-im-radio-die-callas-beschreibung-einer-leidenschaft-teil-1-100.html,"The author was 17 years old when she heard this voice for the first time - that's when it happened to her. Decades after the intoxicating early infection, she finally wants to get to the bottom of her passion."
496,Lone Star (2/2),2024,12.11.2024,DLF/DLF Kultur,Deutschlandfunk Kultur,Biography,feature / documentary,Feature,A woman from a Texas town who grew up on a meth farm,ordinary person; woman,Sonya Schönberger,Anouschka Trocker,https://www.hoerspielundfeature.de/lone-star-texas-feature-teil-2-100.html,The second part of the feature from Texas provides space for a single biography. You can only imagine how the protagonist got through as a child of drug-addicted parents once you've heard it.
497,Ich bin der Ursprung von allem,2006,26.12.2006,DLF/DLF Kultur,Deutschlandradio Kultur / Hessischer Rundfunk,Autobiographical lives,other,Hörstück,Kazimir Malevich,author; artist,Kasimir Malewitsch,,https://www.hoerspielundfeature.de/kunststuecke-ich-bin-der-ursprung-von-allem-100.html,"Artist biography • A portrait of the artist Kazimir Malevich emerges from the theoretical writings “God has not fallen” about art, church and factory."
498,Mein Freund Lennie oder die Reise,2017,17.09.2017,DLF/DLF Kultur,Hessischer Rundfunk / Deutschlandfunk Kultur / Rundfunk Berlin-Brandenburg,Autobiographical lives,other,Hörspiel,Ulrich Gerhardt and Lennie Cujé,author; friend; ordinary person,Ulrich Gerhardt,der Autor,https://www.hoerspielundfeature.de/wiedersehen-nach-70-jahren-mein-freund-lennie-oder-die-reise-100.html,"Biography • After decades, the author sets out to search for his long-lost childhood friend, whom he last saw shortly after the end of the Second World War."
499,Die Konferenz der Flüsse (5/6) - Stimmen im Fluss,2023,18.11.2023,DLF/DLF Kultur,Deutschlandfunk Kultur,Biofiction,other,Hörspiel,"The rivers Garonne and Jordan, and the conference participants",place; collective; nonhuman subject,Denise Reimann und Frank Raddatz,Leopold von Verschuer,https://www.hoerspielundfeature.de/die-konferenz-der-fluesse-teil-05-100.html,Climate change • Rivers are the basis of life and can take away life. But do they also have a biography with birth and death? The conference participants ponder this after Garonne and Jordan report on their situation.
500,Ich war ein praktisches Mädchen - Das ukrainische Tagebuch meiner Mutter,2022,17.05.2022,DLF/DLF Kultur,Deutschlandfunk,Based on diaries,feature / documentary,Feature,"Irina Rogosa, Mark Zak's mother and a Ukrainian doctor",doctor; woman,"Zak, Mark",,https://www.hoerspielundfeature.de/ich-war-ein-praktisches-maedchen-das-ukrainische-tagebuch-meiner-mutter-dlf-dc7a1484-100.html,"Classics of literature, exciting dramas, entertaining stories and innovative sound art. There are great stories, strong voices and fine sounds here - radio works from Deutschlandfunk and Deutschlandfunk Kultur."
501,Ich war ein praktisches Mädchen,2022,17.05.2022,DLF/DLF Kultur,Deutschlandfunk,Based on diaries,feature / documentary,Feature,"Irina Rogosa, Mark Zak's mother and a Ukrainian doctor",doctor; woman,Mark Zak,"Friederike Wigger Es sprachen: Margarita Breitkreiz, Winnie Böwe, Daniel Minetti und der Autor",https://www.hoerspielundfeature.de/ich-war-ein-praktisches-maedchen-100.html,"“Now that I am concluding my life story, I would like to emphasize that at the age of 22 I was completely alone; I lost my father, mother, two brothers and my home."
502,Anne Lister - Eine erotische Biografie,2022,2022,DLF/DLF Kultur,Hessischer Rundfunk,Biography,other,Hörspiel,Anne Lister,author; woman,Angela Steidele,"Luise Voigt Komposition: Hans Peter Kuhn Mit Annika Schilling, Bettina Hoppe, Katja Bürkle, Valery Tscheplanowa, Stephanie Eidt u",https://www.hoerspielundfeature.de/anne-lister-100.html,Anne Lister (1791-1840) precocious and sex-positive! Boys didn't play a role because she was already attracted to girls at school and fell in love with her beautiful roommate Eliza Raine.
503,Montauk (2/2),2011,2011,DLF/DLF Kultur,Südwestrundfunk / Schweizer Radio DRS,Autobiographical lives,other,Hörspiel,Max Frisch,author,Bearbeitung und Regie: Leonhard Koppelmann,Leonhard Koppelmann,https://www.hoerspielundfeature.de/hoerspiel-nach-max-frisch-montauk-2-100.html,"In a collage of memories, diary excerpts, self-reflections and other autobiographical material, the Swiss writer Max Frisch dissects his life - and his love relationships."
504,Hörspiel des Monats: Ein Schwarm Regenbrachvögel,2004,05.06.2004,DLF/DLF Kultur,Hessischer Rundfunk,Autobiographical lives,other,Hörspiel,"Maarten, a 30-year-old man in a pietistic Dutch village",author; ordinary person,Maarten’t Hart,Norbert Schaeffer HR 2004/68'22,https://www.hoerspielundfeature.de/hoerspiel-hoerspiel-des-monats-ein-schwarm-regenbrachvoegel-100.html,Maarten 't Hart's radio work A Flock of Whimbrels is an adaptation of his autobiographical novel of the same name from 1978 - and yet much more: This radio work about the barren and lonely life in a pietistic village in the Dutch provinces impresses with its acoustic narrative style.
505,Monument für eine Stimme,2023,06.06.2023,DLF/DLF Kultur,Deutschlandfunk Kultur,Biography,feature / documentary,Feature,Nadezhda Mandelstam,author; woman,Lou Brouwers,der Autor,https://www.hoerspielundfeature.de/monument-fuer-eine-stimme-100.html,The Russian author Nadezhda Mandelstam saved many of her late husband Ossip Mandelstam's poems from oblivion and confiscation in a unique way: she learned them by heart.
506,Ein Held unserer Zeit,2008,17.05.2008,DLF/DLF Kultur,Deutschlandfunk / Hessischer Rundfunk / Südwestrundfunk,Biofiction,other,Hörspiel,"Pechorin, a young officer",fictional character; military,Michail Lermontov,Oliver Sturm Komposition: Andreas Bick,https://www.hoerspielundfeature.de/hoerspiel-ein-held-unserer-zeit-100.html,"With the character of Officer Pechorin, Mikhail Lermontov created one of the first dandies in world literature. ""A Hero of Our Time"" tells stories from the life of this ""superfluous"" person who plays with other people's lives and feelings."
507,plus null komma fünf windstill,2008,14.05.2008,DLF/DLF Kultur,Deutschlandradio Kultur,Biofiction,original radio play,Originalhörspiel,young woman tracing her family history,fictional character; woman,Maria Kilpi,Christiane Ohaus,https://www.hoerspielundfeature.de/plus-null-komma-fuenf-windstill-100.html,"Drama • The Finnish-Russian border divides Karelia, the region is characterized by conflict and displacement. A young woman wants to trace her family history and comes across ice walls."
508,Sasha Marianna Salzmann stört das Schema,2021,29.10.2021,DLF/DLF Kultur,Deutschlandfunk,Biography,portrait,"Porträt, Feature",Sasha Marianna Salzmann,author; playwright,Jenny Marrenbach,die Autorin Es sprach: Peggy Bachmann Technische Realisation: Michael Kube Redaktion: Tina Klopp,https://www.hoerspielundfeature.de/frauenliteraturmonat-sasha-marianna-salzmann-stoert-das-100.html,"Sasha Marianna Salzmann is a shooting star not only in the literary world, but also in the theater: the stage and book pages become an experiment with identity, including her own."
509,Der Legendenseher,2020,24.07.2020,DLF/DLF Kultur,Deutschlandfunk,Biography,portrait,"Porträt, Feature",Sergei Paradschanow,director; artist,"Guthmann, Daniel",,https://www.hoerspielundfeature.de/der-legendenseher-erinnerungen-an-sergej-paradschanow-dlf-ffd60d9f-100.html,"In his films he brings Armenian, Georgian, Ukrainian and Azerbaijani legends to new life. The Soviet cultural bureaucracy harassed him for this."
510,Maestro der Comebacks,2023,03.01.2023,DLF/DLF Kultur,Westdeutscher Rundfunk / Deutschlandfunk Kultur,Biography,portrait,"Porträt, Feature",João Carlos Martins,musician; conductor,Jean-Claude Kuner,der Autor,https://www.hoerspielundfeature.de/maestro-der-comebacks-100.html,"Portrait of the Brazilian pianist and conductor João Carlos Martins, who is one of the great, unfairly forgotten Bach interpreters of the 20th century. A life story as unusual as his music."
511,Es brummt,2003,2003,DLF/DLF Kultur,DeutschlandRadio Berlin,Sound art,feature / documentary,Feature,the mysterious low-frequency hum,sound phenomenon,Beate Mayer,Beate Mayer,https://www.hoerspielundfeature.de/mysterioeser-tiefton-es-brummt-100.html,"The mysterious low tone, which only a few people can hear, is a mystery - neither the source nor the cause are yet known. The author Beate Mayer went in search of the humming sound."
512,Der Fall Padura,2022,2022,DLF/DLF Kultur,Deutschlandfunk,Biography,portrait,"Porträt, Feature",Leonardo Padura,author,Peter B. Schumann,Philippe Brühl,https://www.hoerspielundfeature.de/der-fall-padura-100.html,"A famous author whose work is hushed up by the media in his own country. Leonardo Padura has revived the Cuban crime novel genre. Between international success and ostracism, Padura leads an eventful life."
513,Weidwerk,2021,29.01.2021,DLF/DLF Kultur,Südwestrundfunk / Deutschlandfunk,Biography,portrait,"Porträt, Feature",Pauline de Bok,author; hunter; woman,Rilo Chmielorz,die Autorin Es sprachen: Eva Brunner und Robert Meller,https://www.hoerspielundfeature.de/portrait-einer-jaegerin-weidwerk-100.html,The happy hormones come when you shoot. When they are eviscerated they become even stronger. At the age of 55 she got her hunting license. To understand yourself as part of nature.
514,Vom Glück der Abwechslung,2021,18.12.2021,DLF/DLF Kultur,Deutschlandfunk,Sound art,portrait,"Hörspiel, Porträt",Sven-Ingo Koch,musician; composer,Nora Bauer,,https://www.hoerspielundfeature.de/portrait-sven-ingo-koch-100.html,The composer Sven-Ingo Koch about the challenges and joys of working with radio works.
515,Kevin,2016,2016,DLF/DLF Kultur,Deutschlandradio Kultur,Biography,feature / documentary,Feature,Kevin,ordinary person; child,Massimo Maio,,https://www.hoerspielundfeature.de/eine-jugend-am-rand-der-grossstadt-kevin-100.html,How do children and young people grow up on the outskirts of the city?
516,"Die Pionierin der Sexualwissenschaft, Charlotte Wolff, bittet um die Hand",2014,2014,DLF/DLF Kultur,Deutschlandfunk,Biography,portrait,"Hörspielmagazin, Porträt",Charlotte Wolff,scientist; physician; woman,Ursula Krechel,Burkhard Reinartz,https://www.hoerspielundfeature.de/frauenstimmen-portrait-der-sexualwissenschaftlerin-100.html,"In 1979, an 82-year-old emigrant from England traveled to the Women's University in Berlin. A doctor who worked in maternity care in the 1920s and was friends with Walter Benjamin and Franz Hessel."
517,Sprachmusik,2021,30.03.2021,DLF/DLF Kultur,Deutschlandfunk,Sound art,portrait,Hörspielmagazin,Dietrich Petzold,musician; sound artist,Nora Bauer,,https://www.hoerspielundfeature.de/portrait-des-hoerspiel-komponisten-dietrich-petzold-100.html,"For Dietrich Petzold, the sound of the words is particularly important in his radio work compositions; this 'speech music' inspires him to create instrumental compositions. Nora Bauer about the sound artist who uses his invented instruments to create sounds that make objects or events audible."
518,Neues aus der Welt der Akustischen Kunst,2021,30.03.2021,DLF/DLF Kultur,Deutschlandfunk,Sound art,other,Hörspielmagazin,Dietrich Petzold,musician; sound artist,"Küchler, Sabine",,https://www.hoerspielundfeature.de/hoerspielmagazin-04-21-neues-aus-der-welt-der-akustischen-100.html,"We portray the radio work musician Dietrich Petzold, continue our history of radio work dramaturgy and take a look at interesting new productions in April."
519,Der türkische Komponist Emre Dündar,2021,02.02.2021,DLF/DLF Kultur,Deutschlandfunk,Sound art,portrait,Hörspielmagazin,Emre Dündar,musician; composer; performer,Franziska Buhre,,https://www.hoerspielundfeature.de/portrait-der-tuerkische-komponist-emre-duendar-100.html,"As a performer, the Turkish composer Emre Dündar deals primarily with language, creating poems written from sounds, recited poetry, stories or singing."
520,Hörspielmagazin 09/20: Portrait Martin Schütz (Podcast),2020,01.09.2020,DLF/DLF Kultur,Deutschlandfunk,Sound art,portrait,Hörspielmagazin,Martin Schütz,musician; composer,"Bauer, Nora",,https://www.hoerspielundfeature.de/hoerspielmagazin-09-20-portrait-martin-schuetz-podcast-dlf-8320ec4f-100.html,"Classics of literature, exciting dramas, entertaining stories and innovative sound art. There are great stories, strong voices and fine sounds here - radio works from Deutschlandfunk and Deutschlandfunk Kultur."
521,Hörspielmagazin 08/20: Portrait Hardy Kurda (Podcast),2020,28.07.2020,DLF/DLF Kultur,Deutschlandfunk,Sound art,portrait,Hörspielmagazin,Hardy Kurda,sound artist,"Klatte, Tina",,https://www.hoerspielundfeature.de/hoerspielmagazin-08-20-portrait-hardy-kurda-podcast-dlf-09bde680-100.html,"Classics of literature, exciting dramas, entertaining stories and innovative sound art. There are great stories, strong voices and fine sounds here - radio works from Deutschlandfunk and Deutschlandfunk Kultur."
522,Hörspielmagazin 07/20: Portrait AnniKa von Trier (Podcast),2020,30.06.2020,DLF/DLF Kultur,Deutschlandfunk,Sound art,portrait,Hörspielmagazin,AnniKa von Trier,musician; performer; author; woman,"Bauer, Nora",,https://www.hoerspielundfeature.de/hoerspielmagazin-07-20-portrait-annika-von-trier-podcast-dlf-8d98c01c-100.html,"Classics of literature, exciting dramas, entertaining stories and innovative sound art. There are great stories, strong voices and fine sounds here - radio works from Deutschlandfunk and Deutschlandfunk Kultur."
523,Hörspielmagazin 06/ 20 - Portrait Volkan T(Podcast),2020,02.06.2020,DLF/DLF Kultur,Deutschlandfunk,Sound art,portrait,Hörspielmagazin,Volkan T.,musician; performer; actor,"Murrenhoff, Sarah",,https://www.hoerspielundfeature.de/hoerspielmagazin-06-20-portrait-volkan-t-podcast-dlf-b38182b7-100.html,"Classics of literature, exciting dramas, entertaining stories and innovative sound art. There are great stories, strong voices and fine sounds here - radio works from Deutschlandfunk and Deutschlandfunk Kultur."
524,Ausgrabung einer Utopie,2020,02.05.2020,DLF/DLF Kultur,Deutschlandfunk Kultur,Biography,feature / documentary,Feature,Free Republic of Wendland,collective; activist; place,Rosa Hannah Ziegler,die Autorin,https://www.hoerspielundfeature.de/40-jahre-freie-republik-wendland-ausgrabung-einer-utopie-100.html,"In May 1980, the utopia became reality for a few days: the anti-nuclear movement proclaimed the Free Republic of Wendland. Today, archaeologists are digging for remnants of this primal moment of the alternative scene into which the author was born."
525,Im Schatten des amerikanischen Traums,2020,2020,DLF/DLF Kultur,Rundfunk Berlin-Brandenburg,Based on diaries,portrait,"Porträt, Feature",David Wojnarowicz,artist; author; activist,Jean-Claude Kuner,der Autor,https://www.hoerspielundfeature.de/tagebuecher-eines-radikalen-kuenstlers-im-schatten-des-100.html,"New York artist David Wojnarowicz has never had so much attention. In the 1980s he was part of the New York underground. Today his radical, political art is more in demand than ever, and not just in the USA."
